address1,voice,Number of employees,address2,address3,city,state,postal_code,country,web,NAICS-Description,NAICS-Number,Additional Comment,Lead Origin,Notes,temp_cntct_id
KimCo Design & Manufacturing,(208) 322 0500,,652 N Five Mile Rd,,Boise,Idaho,83713,United States,www.kimco.net,Design,,1920,LF,;Ralph Edington it@kimballinc.com 208-947-0018 Kimball Electronics;FT signup Kimball Electronics;;;;;;;,493
Kinetica Partners LLC,(713) 228 3347,,,,Houston (TX),Texas,,United States,www.kineticallc.com,,,,LF,;diane.dundee@kineticallc.com CEO ext. 402;;;;;;;;,494
Kinross Gold Corporation,(416) 365 5123,,,,Toronto (ON),,,Canada,www.kinross.com,,,,LF,;;;;;;;;;,495
KJ Tax & Accounting,(262) 514 3800,20-Jan,501 East Main Street,,Waterford,Wisconsin,53185,United States,www.kjtaxcpa.com,Accounting,,,LF,;;;;;;;;;,496
Knight Electronics Inc,(800) 323 2439,,10557 Metric Drive,,Dallas,Texas,75243,United States,www.knightonline.com,Electrical/Electronic Manufacturing,,1979,LF,;;;;;;;;;,497
Koetter Woodworking Inc,(812) 923 8875,200-499,533 Louis Smith Rd,,Borden,Indiana,47106,United States,www.koetterwoodworking.com,Manufacturing,,1959,LF,;;;;;;;;;,498
Kroll International LLC,(586) 739 9200,100-199,51360 Danview Technology Court,,Shelby Township,Michigan,48315,United States,www.krollcorp.com,Wholesalers,,1983,LF,;;;;;;;;;,499
Kuraray America Inc,(800) 423 9762,"2,000+",2625 Bay Area Blvd,Suite 600,Houston,Texas,77058,United States,www.kuraray.us.com,Manufacturing,,1926,LF,KATHY.BOEHM@KURARAY.COM plant manager;;;;;;;;;,500
Lakin Tire West Inc,(562) 802 2752,200-499,15305 Spring Ave,,Santa Fe Springs,California,90670,United States,www.lakintire.com,Environmental Services,,1918,LF,;;;;;;;;;,501
Lam Research Corporation,(510) 572 0200,"2,000+",4650 Cushing Pkwy,,Fremont,California,94538,United States,www.lamresearch.com,Semiconductors,71129,1980,LF,;;;;;;;;;,502
Law Bulletin Publishing Company,(312) 644 7800,100-199,415 N State St,,Chicago,Illinois,60654,United States,www.lawbulletin.com,Manufacturing,,1854,LF,IT Mg not back until May 23rd;;;;;;;;;,503
Lbrands,(614) 415 7000,"2,000+",Three Limited Parkway,,Columbus,Ohio,43230,United States,www.lb.com,Apparel and Fashion,,1990,LF,;;;;;;;;;,504
LDR Holding Corporation,(512) 344 3333,200-499,13785 Research Boulevard,Suite 200,Austin,Texas,78750,United States,www.ldrmedical.com,Medical Supplies and Equipment,,2000,LF,;;;;;;;;;,505
Lee Valley Tools Ltd,(613) 596 0350,,,,Ottawa (ON),,,Canada,www.leevalley.com,,,,LF,;;;;;;;;;,506
Lenovo,(855) 253 6686,"2,000+",1009 Think Place,,Morrisville,North Carolina,27560,United States,www.lenovo.com,Manufacturing,,2005,LF,;;;;;;;;;,507
LGS Innovations,(303) 920 6734,500-999,Westmoor Technology Center,Building 9,Westminster,Colorado,80021,United States,www.lgsinnovations.com,Computer and Network Security,,2007,LF,;;;;;;;;;,508
Limoges Jewelry,(312) 226 9500,21-49,3349 N Elston Ave,,Chicago,Illinois,60618,United States,www.limogesjewelry.com,Manufacturing,62090,1895,LF,;;;;;;;;;,509
Lincoln Composites,(800) 279 8265,200-499,5117 NW 40th Street,,Lincoln,Nebraska,68524,United States,www.hexagonlincoln.com,Manufacturing,,2005,LF,;;;;;;;;;,510
Lincoln International,(312) 580 8339,200-499,500 W Madison St,Suite 3900,Chicago,Illinois,60661,United States,www.lincolninternational.com,Investment Banking,,1996,LF,";""Interested in learning more about capabilities for consumer goods companies (manufacturers and retailers)"" - definitely needs to talk to Wally for 15 minutes;ggorenstein@lincolninternational.com asked question via Contact Form - did you ever connect? if not; I can assign to LEADGEN;;;;;;;",511
Lincoln Machine Inc,(402) 434 9140,21-49,6401 Cornhusker Hwy,,Lincoln,Nebraska,68507,United States,www.lincolnmachine.com,Machinery,,1972,LF,;;;;;;;;;,512
Lindemann Chimney Co,(847) 984 0056,100-199,110 Albrecht Dr,,Lake Bluff,Illinois,60044,United States,www.lindemannchimneyservice.com,Building and Maintenance Services,,1969,LF,;;;;;;;;;,513
Link Product Solutions,(416) 637 2180,,,,Concord (ON),,,Canada,www.linkproducts.ca,,,,LF,";Stephen Bloomberg https://ca.linkedin.com/in/stephen-bloomberg-656945bthey need eComm!;Stephen Bloomberg https://ca.linkedin.com/in/stephen-bloomberg-656945b;;;;;;;",514
Lippert Components,(208) 466 8481,,,,Nampa (ID),Idaho,,United States,www.home-style.com,,,,LF,JASON LIPPERT CEO;;They look to be an online company there are no contacts and further investigation needs to be done.;;;;;;;,515
Lodgen Lacher Golditch Sardi Saunders & Howard LLP,(818) 783 0570,50-99,16530 Ventura Blvd,Suite 305,Encino,California,91436,United States,www.lgshcpa.com,Accounting,,1965,LF,;legit? or should I check IP?;;;;;;;;,516
Logistic Edge LLC,(888) 305 3343,21-49,2091 Raymer Avenue,Unit A & B,Fullerton,California,92833,United States,www.logisticsedge.com,Logistics and Supply Chain,,2006,LF,;;;;;;;;;,517
Lorman,(866) 352 9539,21-49,2510 Alpine Rd,,Eau Claire,Wisconsin,54703,United States,www.lorman.com,Education,,1987,LF,similar to customer ASSET? Lynda-like?;;;;;;;;;,518
Louisiana Cat,(225) 644 3466,500-999,38294 Hwy 30,,Reserve,Louisiana,70737,United States,www.louisianacat.com,Machinery,,1927,LF,;Cory Calcagno IT;;;;;;;;,519
Lumen Division de Sonepar Canada Inc,(514) 426 9249,,,,Pointe-Claire (QC),,,Canada,www.lumen.ca,,,,LF,;;;;;;;;;,520
Luminix,(312) 243 9380,20-Jan,815 West Van Buren St,Suite 321,Chicago,Illinois,60607,United States,www.luminix.com,Information Technology and Services,,2009,LF,;;;;;;;;;,521
Luxcraft Cabinets,(862) 377 0600,21-49,421 State Route 23,,Pompton Plains,New Jersey,7444,United States,www.luxcraftcabinets.com,Furniture,,2010,LF,";QBmissy;;;;;;;;",522
LYNX INDUSTRIES INC,(514) 866 1068,,,,St Lambert (QC),,,Canada,www.lynx-nsw.com,,,,LF,;Martin Ren - from Macworld 2007;;;;;;;;,523
M S I Bureautique Inc,(450) 971 4072,,,,Sainte-Th_rèse (QC),,,Canada,,,,,LF,NA;;Domini Russell; Owner - computer shop using PostBooks - we have no such record - confirmed company by LF;check IP; website;;;;;;,524
M-Tek Inc,(931) 728 4122,"2,000+",1020 Volunteer Pkwy,,Manchester,Tennessee,37355,United States,www.m-tekinc.com,Automotive,,1986,LF,;;;;;;;;;,525
M&M Lighting,(713) 667 5611,50-99,5620 S. Rice Avenue,,Houston,Texas,77081,United States,www.mmlightingshowroom.com,Electrical/Electronic Manufacturing,0,1961,LF,;ricardomendez@me.com (in dogfood) invite to Houston roadshow;;;;;;;;,526
Mac Process,(816) 891 9300,200-499,901 NW 107th Terrace,,Kansas City,Missouri,64153,United States,www.macprocessinc.com,Wholesalers,,1969,LF,;mfg;;;;;;;;,527
MacAmerica Professional Services,(713) 365 3105,,,,Houston (TX),Texas,,United States,www.macamerica.com,,,,LF,";Carlos Gonzalez info@techonecentre.com 832-466-3236;mac store in Houston - pretty active searchingmissy;these are ALL visitors who have hit Distribution and eCommerce pages;;;;;;",528
Machine Management,(707) 775 9792,,1855 Jonive Road,,Sebastopol,California,95472,United States,www.machinemanagement.com,Information Technology and Services,,1985,LF,;;;;;;;;;,529
Mad Old Nut Productions Inc,(323) 203 1193,21-49,6430 West Sunset Blvd,Suite 1400,Los Angeles,California,90028,United States,www.madoldnut.com,Media Production,,,LF,;interested in MRP and came across Mike's xTupleU vid https://xtuple.com/content/running-mrp;;;;;;;;,530
Magna International Inc,(905) 726 2462,,,,Aurora (ON),,,Canada,www.magna.com,,,,LF,;;;;;;;;;,531
Magnan Graizzaro & Associates CPAs LLC,(617) 482 5755,21-49,52 Broad St,Floor 4,Boston,Massachusetts,2109,United States,www.mgacpas.com,Accounting,,,LF,;;;;;;;;;,532
Magpro LLC,(731) 584 3121,21-49,245 Foundry Lane,,Camden,Tennessee,38320,United States,www.magprollc.com,Mining and Metals,,,LF,IT is not in right now left a msg with the receptionist;;;;;;;;;,533
Majestic Kitchen & Bath Creations,(919) 865 5150,200-499,104 Jeffrey Way,,Youngsville,North Carolina,27596,United States,www.gomajestic.com,Building Materials and Tools,,1990,LF,;;;;;;;;;,534
March Manufacturing Inc,(847) 729 5300,21-49,1819 Pickwick Avenue,,Glenview,Illinois,60026,United States,www.marchpump.com,Wholesalers,508444,1954,LF,";Fred Zimmermann; PresidentPhone: 847-729-5300; Fax: 847-729-7062Email: mailto:fzimmermann@marchpump.com;;;;;;;;",535
Marchon Eyewear Inc,(800) 645 1300,,201 Old Country Rd,,Melville,New York,11747,United States,www.marchon.com,Medical Supplies and Equipment,,1983,LF,;;;;;;;;;,536
Marena Group Inc,(888) 462 7362,100-199,650 Progress Industrial Boulevard,,Lawrenceville,Georgia,30043,United States,www.marenagroup.com,Apparel and Fashion,,1994,LF,;;IT/Operations; 770-822-6925 ext 115; alex.knezevic@marenagroup.com;;;;;;;,537
Maretron Llp,(602)861 1707,,,,Phoenix (AZ),Arizona,,United States,www.maretron.com,,,,LF,;Jeff Ingelse VP Mfg;;;;;;;;,538
Marion Plywood Corporation,(715) 754 5231,21-49,222 S Parkview Ave,,Marion,Wisconsin,54950,United States,www.marionplywood.com,Building Materials and Tools,,1894,LF,";from their website:mike.burkart@marionplywood.com;;;;;;;;",539
Maryland Computer Service Inc,(240) 200 5281,20-Jan,8510 Wedding Drive,,Welcome,Maryland,20693,United States,www.marylandcomputerservice.com,Information Technology and Services,,2010,LF,;;;;;;;;;,540
Master Chimney Sweepers Inc,(800) 696 2446,,197 W Central St,,Natick,Massachusetts,1760,United States,www.masterchimney.com,Horticulture,0,,LF,;;;;;;;;;,541
Material Handling Systems Inc,(502) 636 0690,100-199,3955 East Blue Lick Road,,Louisville,Kentucky,40229,United States,www.mhsinc.net,Machinery,46130,1999,LF,"Not available;;Jeff Sapp Purchasing Mgr; Greg Judge President;Donna Prieto CFOdonna@mhscrane.com	+1.954.921.1171Dania FL 33004-3804;;;;;;",542
Matichuk Equipment,(780) 826 2535,,,,Bonnyville (AB),,,Canada,,,,,LF,;Auto Parts Store https://www.facebook.com/Matichuk-Equipment-318083914981324/;;;;;;;;,543
MaxLite,(973) 244 7300,100-199,12 York Ave,,West Caldwell,New Jersey,7006,United States,www.maxlite.com,Electrical/Electronic Manufacturing,,1993,LF,;;;;;;;;;,544
MCP Computers Inc,(714) 777 0193,20-Jan,1275 North Manassero St,,Anaheim,California,92807,United States,,Computing,,2007,LF,Not int in selling or purchasing ERP;Called and the answering machine came on no receptionist;;Steve Andrews steve@mcpcomputers.com SysAdmin;;;;;;,545
Meadows Concrete Construction Inc,(303) 430 1353,20-Jan,7280 Osceola St,,Westminster,Colorado,80030,United States,www.meadowsdenver.com,"Glass, Ceramics and Concrete",,,LF,;;;;;;;;;,546
Measurement & Controls Ltd,(403) 256 8965,,,,Calgary (AB),,,Canada,www.mcl.ca,,,,LF,;did not complete free demo signup;;;;;;;;,547
MEC,(616) 878 3324,"2,000+",990 84th St SW,,Byron Center,Michigan,49315,United States,www.mecinc.com,Manufacturing,,1945,LF,;;;;;;;;;,548
Mechanical Room Inc,(866) 632 7666,20-Jan,201 W Gibson Ln,,Phoenix,Arizona,85003,United States,www.mechanicalroom.com,Wholesalers,,1999,LF,;;;;;;;;;,549
Mecho Shades System,(732) 339 9314,,,,Edison (NJ),New Jersey,,United States,www.mechoshade.com,,,,LF,;;;;;;;;;,550
Medolac Laboratories,(866) 599 7740,21-49,6305 Rosewood St,Suite BC,Lake Oswego,Oregon,97035,United States,www.medolac.com,Medical Supplies and Equipment,0,2010,LF,;https://www.linkedin.com/in/elenamedo Elena Medo CEO (small co <50 emps);;;;;;;;,551
Medsafe,(800) 330 9240,100-199,4200 Underwood Rd,,La Porte,Texas,77571,United States,www.gosafe.com,Health and Safety,,1979,LF,;Burk Shaw President burk_shaw@gosafe.com;;;;;;;;,552
Medtronic,(978) 777 0042,,,,Danvers (MA),Massachusetts,,United States,www.medtronic.com,,,,LF,;;;;;;;;;,553
Medtronic,(508) 261 8000,"2,000+",15 Hampshire Street,,Mansfield,Massachusetts,2048,United States,www.medtronic.com,Medical Supplies and Equipment,,1949,LF,;;;;;;;;;,554
Medventure Technology Corporation,(812) 280 2400,200-499,2301 Centennial Blvd,,Jeffersonville,Indiana,47130,United States,www.medventure.com,Manufacturing,,1998,LF,Neither one of them are at their desk.;Neither one is at their desk President or Joy S;Mitch is not at his desk (President)....;Mitch Moeller President < call him!;;Joy Scherer in Purchasing was not at her desk and I called two other managers and they were not available this is MANUFACTURING of medical devices will try back tomorrow.;;;;,555
MegasolUSA Inc,(800) 285 4647,,8701 Tonnelle Ave,,North Bergen,New Jersey,7047,United States,www.megasolusa.com,Manufacturing,,,LF,Eros personal lubricants fit in our XXX vertical;Rafi Maman Owner - good candidate for eCommerce;;;;;;;;,556
Mel-Kay Electric Co Inc,(812) 423 1128,,1511 N Garvin St,,Evansville,Indiana,47711,United States,www.mel-kayelectric.com,Electrical/Electronic Manufacturing,,,LF,;;;;;;;;;,557
Melloul-Blamey Construction Inc,(519) 886 8850,,,,Waterloo (ON),,,Canada,www.melloul.com,,,,LF,;richard.bourque@computer-logix.com;;;;;;;;,558
Merchants Foodservice,(601) 583 4351,500-999,117 Central Industrial Row,,Purvis,Mississippi,39475,United States,www.merchantsfoodservice.com,Food and Beverages,,1904,LF,;;;;;;;;;,559
Merlin Industries Inc,(609) 807 1000,100-199,2904 East State Street Ext,,Hamilton,New Jersey,8619,United States,www.merlinindustries.com,Manufacturing,47610,1988,LF,;;;;;;;;;,560
Messer Construction Co,(513) 242 1541,"2,000+",5158 Fishwick Drive,,Cincinnati,Ohio,45216,United States,www.messer.com,Construction,,1932,LF,;;;;;;;;;,561
Metalite Manufacturing Company,(818) 890 2802,,,,Pacoima (CA),California,,United States,www.metalite.net,,,,LF,;Spoke with the General Manger Leonard. They're all on MAC! but not looking for anything. Running a custom solution with FileMaker as the DB.;;;;;;;;,562
Metropolitan Medical Services of NC Inc,(800) 482 6537,21-49,15 Westside Drive,,Asheville,North Carolina,28806,United States,www.metropolitanmed.com,Medical Supplies and Equipment,,1995,LF,;Jeff Rhinehart president j.rhinehart@metropolitanmed.com;;;;;;;;,563
Metuchen Capacitors Incorporated,(800) 899 6969,,2139 Highway 35,Suite 2,Holmdel,New Jersey,7733,United States,www.metcaps.com,Semiconductors,,,LF,;;;;;;;;;,564
Mevotech,(416) 783 7800,,,,North York (ON),,,Canada,www.mevotech.com,,,,LF,;;;;;;;;;,565
MicroAge,(905) 264 8520,,,,Woodbridge (ON),,,Canada,www.microage.ca,,,,LF,;Justin Brady j.brady@microage.com;;;;;;;;,566
MicroNet Technology,(310) 320 7272,21-49,20525 Manhattan Place,,Torrance,California,90501,United States,www.micronet.com,Computing,0,,LF,;;;;;;;;;,567
Micros Retail Systems Inc,(201) 866 1000,,1200 Harbor Boulevard,10th Floor,Weehawken,New Jersey,7086,United States,www.microsnyc.com,Business Supplies and Equipment,0,,LF,;;;;;;;;;,568
Micross Components Inc,(407) 298 7100,200-499,7725 N Orange Blossom Trl,,Orlando,Florida,32810,United States,www.micross.com,Semiconductors,,1978,LF,;;;;;;;;;,569
Microwave Networks Incorporated,(888) 225 6429,100-199,4000 Greenbriar,,Stafford,Texas,77477,United States,www.microwavenetworks.com,Telecommunications,,,LF,;Previous opportunity via Partner Larry Cartee; closed as no-deal 6/16 - Greg Fuller (Security Analyst) & Rob Austin (CFO) - other contacts setup in LEAD MANAGER;;;;;;;;,570
Midcon Feeders LLC,,,3577 Grant Ave,,Sioux Center,Iowa,51250,United States,,Food Production,,,LF,not available.;;Jay Dekkers Owner;;;;;;;,571
Middlebury Sports & Apparel,(973) 590 2909,,160 E Hanover Ave,,Morristown,New Jersey,7960,United States,www.middleburysports.com,Apparel and Fashion,,2004,LF,could definitely benefit from xTupleCommerce;;https://www.linkedin.com/in/sharyn-stevens-5a46241a/ owner;;;;;;;,572
Midsouth Pest Control Services LLC,(843) 390 0777,,,,North Myrtle Beach (SC),South Carolina,,United States,www.midsouthpestcontrol.net,,,,LF,not our sweet spot but they could use eCommerce!;;;;;;;;;,573
Milacron,(513) 458 8100,"2,000+",3000 Disney St,,Cincinnati,Ohio,45209,United States,www.milacron.com,Plastics,0,1884,LF,;;;;;;;;;,574
Milan Supply Chain Solutions,(731) 686 7428,500-999,1091 Kefauver Drive,,Milan,Tennessee,38358,United States,www.milanexpress.com,Logistics and Supply Chain,,1969,LF,;Tony Gambrell IT Director - looking to get off QuickBooks;;;;;;;;,575
Millard DesLauriers & Shoemaker LLP,(416) 599 7255,,,,Toronto (ON),,,Canada,www.mdsca.com,,,,LF,;;;;;;;;;,576
Miller Cooper & Co Ltd,(847) 205 5000,200-499,1751 Lake Cook Road,Suite 400,Deerfield,Illinois,60015,United States,www.millercooper.com,Accounting,,1919,LF,;;;;;;;;;,577
Miller Technology Inc,(705) 476 4500,,,,North Bay (ON),,,Canada,www.millertechnology.com,,,,LF,;Kent Miller; owner/president;;;;;;;;,578
Minnesota State Colleges and Universities,(651) 201 1800,"2,000+",30 7th St E,Suite 350,St. Paul,Minnesota,55101,United States,www.mnscu.edu,Education,,1995,LF,Phone just rang;;abdirizak1@hotmail.com iT Manager (Metrostate.edu?) 651-428-9990;worth a call - they're testing w/FT & looking at Q4 promo;;;;;;,579
MIRATEK Corporation,(915) 772 2852,100-199,8201 Lockheed,Suite 218,El Paso,Texas,79925,United States,www.miratek.us,Information Technology and Services,0,1994,LF,Joe Diaz President 915.772.2852 jdiaz@miratek.us;;http://miratek.us/?page_id=128 Contacts;;;;;;;,580
Mirion Technologies (IST) Corporation,(800) 432 1478,"1,000-1,999",315 Daniel Zenker Dr,200 IST Center,Horseheads,New York,14845,United States,www.mirion.com,Electrical/Electronic Manufacturing,0,2006,LF,;aulrich@mirion.com Alison Ulrich;;;;;;;;,581
MISA Metal Processing Inc,(615) 325 5454,"2,000+",104 Western Drive,,Portland,Tennessee,37148,United States,www.misteel.com,Mining and Metals,,2001,LF,;;;;;;;;;,582
MisterArt.com,(800) 721 3015,,913 Willard St,,Houston,Texas,77006,United States,www.misterart.com,Retail,,,LF,Marc Alder President marc@misterart.com 713-535-1202;;;;;;;;;,583
MNP LLP,(416) 596 1711,,,,Toronto (ON),,,Canada,www.mnp.ca,,,,LF,;same company; multiple locations visiting the website;;;;;;;;,584
Mnp LLP,(604) 685 8408,,,,Vancouver (BC),,,Canada,www.mnp.ca,,,,LF,;make appointment w/xTuple's Danielle Kerner;;;;;;;;,585
Mobile Track Solutions,(563) 245 6871,,,,Elkader (IA),Iowa,,United States,www.mobiletracksolutions.com,,,,LF,;;;;;;;;;,586
Modern Drywall Inc,(509) 926 7554,20-Jan,9516 East 1st Avenue,,Spokane,Washington,99206,United States,www.moderndrywall.com,Building and Maintenance Services,,1952,LF,Ron Mickelson; President ron@moderndrywall.com;;;;;;;;;,587
Molecular Epidemiology Inc,(800) 491 7745,100-199,15300 Bothell Way NE,,Lake Forest Park,Washington,98155,United States,www.molecularepi.com,Research,,,LF,;;;;;;;;;,588
Moniteur Devices Inc,(973) 857 1600,20-Jan,36 Commerce Road,,Cedar Grove,New Jersey,7009,United States,www.moniteurdevices.com,Manufacturing,,1992,LF,;John Aunoski jau@moniteurdevices.com 20 to 50 emperor $1-5M;;;;;;;;,589
Montel Inc,(418) 248 0235,,,,Montmagny (QC),,,Canada,www.montel.com,,,,LF,;;;;;;;;;,590
Montgomery Coscia Greilich LLP,(972) 748 0300,200-499,2500 Dallas Parkway,Suite 300,Plano,Texas,75093,United States,www.mcggroup.com,Accounting,,2003,LF,;;;;;;;;;,591
MOR Printing Inc,(888) 377 1197,21-49,3585 NW 54 Street,,Ft. Lauderdale,Florida,33309,United States,www.morprinting.com,Printing,,1988,LF,;Owen Luttinger president; Joe Hood VP ops; Eric Carbone IT;;;;;;;;,592
Morgan Schaffer,(514) 739 1967,,,,LaSalle (QC),,,Canada,www.morganschaffer.com,,,,LF,;Patrice Gervais VP Finance https://www.linkedin.com/in/patrice-gervais-cpa-ca-b909a411/en;;;;;;;;,593
Moss Precision Inc,(510) 785 2235,,3200 Arden Rd,,Hayward,California,94545,United States,www.mossprecision.com,Manufacturing,,1979,LF,Mike Aviles is the IT Manager not at his desk;;;;;;;;;,594
Motorola Solutions Inc,(847) 576 5000,"2,000+",1303 East Algonquin Road,,Schaumburg,Illinois,60196,United States,www.motorolasolutions.com,Manufacturing,0,1928,LF,;;;;;;;;;,595
MotorWorld Pre-Owned,(877) 785 5572,"2,000+",150 MotorWorld Dr,,Wilkes-Barre,Pennsylvania,18702,United States,www.mileone.com,Automotive,,,LF,;;;;;;;;;,596
Mound Printing Company Inc,(937) 866 2872,21-49,2455 Belvo Road,,Miamisburg,Ohio,45342,United States,www.moundprinting.com,Printing,,1955,LF,;;;;;;;;;,597
Mr Heater,(800) 251 0001,100-199,4560 West 160th St,,Cleveland,Ohio,44135,United States,www.mrheater.com,Manufacturing,85200,1955,LF,;Carl Meermans VP Ops;;;;;;;;,598
MRB & Associ_s,(819) 874 8768,,,,Val-d'Or (QC),,,Canada,www.mrbweb.com,,,,LF,;;;;;;;;;,599
MS Willett Inc,(410) 771 0460,50-99,220 Cockeysville Rd,,Cockeysville,Maryland,21030,United States,www.mswillett.com,Manufacturing,,1929,LF,;;;;;;;;;,600
MTek,(503) 235 2399,21-49,223 SE 3rd,,Portland,Oregon,97214,United States,www.mtekkiosk.com,Furniture,571201,2002,LF,";Portland area partner lead?missy;;;;;;;;",601
Multi Medical Systems,(559) 396 3000,21-49,5591 North Golden State Boulevard,Suite 101,Fresno,California,93722,United States,www.multimedicalsystems.com,Medical Supplies and Equipment,,1996,LF,They are not at their desk right now;they are at lunch right now I left a msg;;;;;;;;,602
Multicraft Inc,(216) 432 5656,,4701 Lakeside Ave,,Cleveland,Ohio,44114,United States,www.multicraftink.com,Printing,,,LF,;testing PostBooks-no company info in our db;;;;;;;;,603
Multimatic Inc,(905) 470 9149,,,,Markham (ON),,,Canada,www.multimatic.com,,,,LF,;looks like mfg -- rick;these are ALL visitors who have hit Distribution and eCommerce pages;;;;;;;,604
Murphy Industrial Products,(713) 868 1032,21-49,600 N Shepherd Dr,Suite 303,Houston,Texas,77007,United States,,Business Services,62090,2005,LF,"NA;;Tim Murphy owner TMurphy@murphyindustrialproducts.comAaron Curtis Gmornin invite to Houston 5/12 event https://xtuple.com/join-us-2017-xtuple-roadshow;;;;;;;",605
Musco Sports Lighting LLC,(800) 825 6030,"2,000+",100 1st Ave W,,Oskaloosa,Iowa,52577,United States,www.musco.com,Electrical/Electronic Manufacturing,,1976,LF,Dan Allman is not the right person he is in sales and he said he doesnt know how we got his name he said to try the IT dept he was a little upset.;Dan Allman is not at his desk I left a voice mail...for him.;;Dan Allman dallman@musco.com; david.barker@musco.com; joe.crookam@musco.com; Janet Edwards jedwards@musco.com; todd.humphery@musco.com;;;;;;,606
Mutual Industries Inc,(800) 523 0888,200-499,707 W Grange St,,Philadelphia,Pennsylvania,19120,United States,www.mutualindustries.com,Wholesalers,,,LF,;John Paluba jpaluba@mutualindustries.com Ops Director;Distribution;;;;;;;,607
Myers Industries Inc,(330) 253 5592,"2,000+",1293 S Main St,,Akron,Ohio,44301,United States,www.myersindustries.com,Manufacturing,27110,1933,LF,Sontel IT Manager is away from his desk;;;;;;;;;,608
NA Trading and Technology,(800) 231 8434,21-49,9216 Grand Avenue South,,Bloomington,Minnesota,55420,United States,www.natrading.com,Manufacturing,,1983,LF,;;;;;;;;;,609
Nastra Automotive Industries Inc,(800) 662 7872,,94 Fulton St,,Paterson,New Jersey,7501,United States,www.nastra.com,Automotive,,1978,LF,"Rob is not in the office today his email on recording is rob@nastra.com;Rob is the person to talk to he is not in right now.   I asked for IT and they gave me his name.;hitting pre-key version of PostBooks¨ - no record of this company;;Welcome Page hit - but no record in df? how would you handle this?missy;;;;;",610
National Environmental Products Ltd,(514) 333 143,,,,Montreal (QC),,,Canada,www.neptronic.com,,,,LF,;;;;;;;;;,611
National Power Corporation,(800) 813 9468,21-49,4330 W Belmont Ave,,Chicago,Illinois,60641,United States,www.nationalpower.com,Electrical/Electronic Manufacturing,,1981,LF,;;;;;;;;;,612
National Steel Car,(905) 544 3311,,,,Hamilton (ON),,,Canada,www.steelcar.com,,,,LF,;Andres Gabrielli (Mgr Software Dev) Milan Popovic (IT Mgr) Vince De Luca (CFO);;;;;;;;,613
Nefab Packaging Inc USA ,(866) 332 4425,"2,000+",204 Airline Dr,Suite 100,Coppell,Texas,75019,United States,www.nefab.com,Manufacturing,,1949,LF,;;;;;;;;;,614
NEOTech,(510) 360 2222,"2,000+",6600 Stevenson Blvd,,Fremont,California,94538,United States,www.oncorems.com,Manufacturing,,2005,LF,;;;;;;;;;,615
Neptec Design Group,(613) 599 7602,,,,Kanata (ON),,,Canada,www.neptec.com,,,,LF,;;;;;;;;;,616
Net Shaped Solutions,(734) 459 9500,200-499,8680 N Haggerty Rd,,Canton,Michigan,48187,United States,www.netshaped.com,Manufacturing,,1970,LF,;;;;;;;;;,617
Network Alliance,(703) 715 4930,21-49,12001 Sunrise Valley Drive,Suite 303,Reston,Virginia,20191,United States,www.networkalliance.com,Information Technology and Services,,1996,LF,;QuickBooks partner;;;;;;;;,618
Network International Inc,(800) 424 9111,21-49,3555 Timmons Ln,Suite 1200,Houston,Texas,77027,United States,www.networkintl.com,Oil and Energy,,1999,LF,;;;;;;;;;,619
New Electric,905 827 2555,,,,Oakville (ON),,,Canada,www.newelectric.ca,,,,LF,;;;;;;;;;,620
New Era Portfolio,(888) 445 3236,100-199,2101 E St Elmo Rd,Suite 110,Austin,Texas,78744,United States,www.newerahd.com,Fine Art,,2000,LF,;;;;;;;;;,621
New Leaf Biofuel,(619) 236 8500,21-49,2285 Newton Ave,,San Diego,California,92113,United States,www.newleafbiofuel.com,Wholesalers,62012,2006,LF,;;;;;;;;;,622
NewPort Tank Containers (USA) LLC,(440) 356 8866,100-199,1340 Depot St.,,Cleveland,Ohio,44116,United States,www.newporttank.com,Logistics and Supply Chain,,1995,LF,;;;;;;;;;,623
Nexcore Technology Inc,(877) 639 2673,21-49,150 Hopper Avenue,,Waldwick,New Jersey,7463,United States,www.nexcoretech.com,Manufacturing,,1999,LF,;Milton Frank; founder & CEO;;;;;;;;,624
NextGen Aeronautics,(310) 891 2807,21-49,2780 Skypark Drive,Suite 400,Torrance,California,90505,United States,www.nextgenaero.com,Defence and Space,,2002,LF,Talked to the head of IT Mike and he said they are not actively looking for any ERP software right now...he said cb in six months or a year to see if anything has changed.;;Jay Kudva CEO -mfg  actively looking at our software;;;;;;;,625
NextStep Technology Advisors LLC,(717) 519 1200,20-Jan,1891 Santa Barbara Dr,Suite 105,Lancaster,Pennsylvania,17601,United States,www.nextstepta.com,Business Services,85422,2009,LF,Tax time too busy front desk said;not available;;brett.leveille@nextstepcorp.com;;;;;;,626
NGK-Locke Inc,(410) 347 1700,"2,000+",2525 Insulator Dr,,Baltimore,Maryland,21230,United States,www.ngk-locke.com,Electrical/Electronic Manufacturing,367901,1919,LF,Alex Badertscher Baltimore;;Kevin Edmonds is engineering mgr http://www.ngk-polymer.com; local in Virginia Beach - their HQ website is in dire need;;;;;;;,627
Nichols Accounting,(803) 405 0064,,,,Newberry (SC),South Carolina,,United States,,Financial Services,,,LF,;David C. Nichols http://nicholsaccounting.net;hitting commercial 4.7?;;;;;;;,628
