Name,ID,Notes,,,,
Matichuk Equipment,(780) 826 2535,",Auto Parts Store https://www.facebook.com/Matichuk-Equipment-318083914981324/,,,,,,,,",,,,
MaxLite,(973) 244 7300,",,,,,,,,,",,,,
MCP Computers Inc,(714) 777 0193,"Not int in selling or purchasing ERP,Called and the answering machine came on no receptionist,,Steve Andrews steve@mcpcomputers.com SysAdmin,,,,,,",,,,
Meadows Concrete Construction Inc,(303) 430 1353,",,,,,,,,,",,,,
Measurement & Controls Ltd,(403) 256 8965,",did not complete free demo signup,,,,,,,,",,,,
MEC,(616) 878 3324,",,,,,,,,,",,,,
Mechanical Room Inc,(866) 632 7666,",,,,,,,,,",,,,
Mecho Shades System,(732) 339 9314,",,,,,,,,,",,,,
Medolac Laboratories,(866) 599 7740,",https://www.linkedin.com/in/elenamedo Elena Medo CEO (small co <50 emps),,,,,,,,",,,,
Medsafe,(800) 330 9240,",Burk Shaw President burk_shaw@gosafe.com,,,,,,,,",,,,
Medtronic,(978) 777 0042,",,,,,,,,,",,,,
Medtronic,(508) 261 8000,",,,,,,,,,",,,,
Medventure Technology Corporation,(812) 280 2400,"Neither one of them are at their desk.,Neither one is at their desk President or Joy S,Mitch is not at his desk (President)....,Mitch Moeller President < call him!,,Joy Scherer in Purchasing was not at her desk and I called two other managers and they were not available this is MANUFACTURING of medical devices will try back tomorrow.,,,,",,,,
MegasolUSA Inc,(800) 285 4647,"Eros personal lubricants fit in our XXX vertical,Rafi Maman Owner - good candidate for eCommerce,,,,,,,,",,,,
Mel-Kay Electric Co Inc,(812) 423 1128,",,,,,,,,,",,,,
Melloul-Blamey Construction Inc,(519) 886 8850,",richard.bourque@computer-logix.com,,,,,,,,",,,,
Merchants Foodservice,(601) 583 4351,",,,,,,,,,",,,,
Merlin Industries Inc,(609) 807 1000,",,,,,,,,,",,,,
Messer Construction Co,(513) 242 1541,",,,,,,,,,",,,,
Metalite Manufacturing Company,(818) 890 2802,",Spoke with the General Manger Leonard. They're all on MAC! but not looking for anything. Running a custom solution with FileMaker as the DB.,,,,,,,,",,,,
Metropolitan Medical Services of NC Inc,(800) 482 6537,",Jeff Rhinehart president j.rhinehart@metropolitanmed.com,,,,,,,,",,,,
Metuchen Capacitors Incorporated,(800) 899 6969,",,,,,,,,,",,,,
Mevotech,(416) 783 7800,",,,,,,,,,",,,,
MicroAge,(905) 264 8520,",Justin Brady j.brady@microage.com,,,,,,,,",,,,
MicroNet Technology,(310) 320 7272,",,,,,,,,,",,,,
Micros Retail Systems Inc,(201) 866 1000,",,,,,,,,,",,,,
Micross Components Inc,(407) 298 7100,",,,,,,,,,",,,,
Microwave Networks Incorporated,(888) 225 6429,",Previous opportunity via Partner Larry Cartee, closed as no-deal 6/16 - Greg Fuller (Security Analyst) & Rob Austin (CFO) - other contacts setup in LEAD MANAGER,,,,,,,,",,,,
Midcon Feeders LLC,Midcon Feeders LLC,"not available.,,Jay Dekkers Owner,,,,,,,",,,,
Middlebury Sports & Apparel,Middlebury Sports & Apparel,"could definitely benefit from xTupleCommerce,,https://www.linkedin.com/in/sharyn-stevens-5a46241a/ owner,,,,,,,",,,,
Midsouth Pest Control Services LLC,Midsouth Pest Control Services LLC,"not our sweet spot but they could use eCommerce!,,,,,,,,,",,,,
Milacron,Milacron,",,,,,,,,,",,,,
Milan Supply Chain Solutions,Milan Supply Chain Solutions,",Tony Gambrell IT Director - looking to get off QuickBooks,,,,,,,,",,,,
Millard DesLauriers & Shoemaker LLP,Millard DesLauriers & Shoemaker LLP,",,,,,,,,,",,,,
Miller Cooper & Co Ltd,Miller Cooper & Co Ltd,",,,,,,,,,",,,,
Miller Technology Inc,Miller Technology Inc,",Kent Miller, owner/president,,,,,,,,",,,,
Minnesota State Colleges and Universities,Minnesota State Colleges and Universities,"Phone just rang,,abdirizak1@hotmail.com iT Manager (Metrostate.edu?) 651-428-9990,worth a call - they're testing w/FT & looking at Q4 promo,,,,,,",,,,
MIRATEK Corporation,MIRATEK Corporation,"Joe Diaz President 915.772.2852 jdiaz@miratek.us,,http://miratek.us/?page_id=128 Contacts,,,,,,,",,,,
Mirion Technologies (IST) Corporation,Mirion Technologies (IST) Corporation,",aulrich@mirion.com Alison Ulrich,,,,,,,,",,,,
MISA Metal Processing Inc,MISA Metal Processing Inc,",,,,,,,,,",,,,
MisterArt.com,MisterArt.com,"Marc Alder President marc@misterart.com 713-535-1202,,,,,,,,,",,,,
MNP LLP,MNP LLP,",same company, multiple locations visiting the website,,,,,,,,",,,,
Mnp LLP,Mnp LLP,",make appointment w/xTuple's Danielle Kerner,,,,,,,,",,,,
Mobile Track Solutions,Mobile Track Solutions,",,,,,,,,,",,,,
Modern Drywall Inc,Modern Drywall Inc,"Ron Mickelson, President ron@moderndrywall.com,,,,,,,,,",,,,
Molecular Epidemiology Inc,Molecular Epidemiology Inc,",,,,,,,,,",,,,
Moniteur Devices Inc,Moniteur Devices Inc,",John Aunoski jau@moniteurdevices.com 20 to 50 emperor $1-5M,,,,,,,,",,,,
Montel Inc,Montel Inc,",,,,,,,,,",,,,
Montgomery Coscia Greilich LLP,Montgomery Coscia Greilich LLP,",,,,,,,,,",,,,
MOR Printing Inc,MOR Printing Inc,",Owen Luttinger president, Joe Hood VP ops, Eric Carbone IT,,,,,,,,",,,,
Morgan Schaffer,Morgan Schaffer,",Patrice Gervais VP Finance https://www.linkedin.com/in/patrice-gervais-cpa-ca-b909a411/en,,,,,,,,",,,,
Moss Precision Inc,Moss Precision Inc,"Mike Aviles is the IT Manager not at his desk,,,,,,,,,",,,,
Motorola Solutions Inc,Motorola Solutions Inc,",,,,,,,,,",,,,
MotorWorld Pre-Owned,MotorWorld Pre-Owned,",,,,,,,,,",,,,
Mound Printing Company Inc,Mound Printing Company Inc,",,,,,,,,,",,,,
Mr Heater,Mr Heater,",Carl Meermans VP Ops,,,,,,,,",,,,
MRB & Associ_s,MRB & Associ_s,",,,,,,,,,",,,,
MS Willett Inc,MS Willett Inc,",,,,,,,,,",,,,
MTek,MTek,",Portland area partner lead?missy,,,,,,,,",,,,
Multi Medical Systems,Multi Medical Systems,"They are not at their desk right now,they are at lunch right now I left a msg,,,,,,,,",,,,
Multicraft Inc,Multicraft Inc,",testing PostBooks-no company info in our db,,,,,,,,",,,,
Multimatic Inc,Multimatic Inc,",looks like mfg -- rick,these are ALL visitors who have hit Distribution and eCommerce pages,,,,,,,",,,,
Murphy Industrial Products,Murphy Industrial Products,"NA,,Tim Murphy owner TMurphy@murphyindustrialproducts.comAaron Curtis Gmornin invite to Houston 5/12 event https://xtuple.com/join-us-2017-xtuple-roadshow,,,,,,,",,,,
Musco Sports Lighting LLC,Musco Sports Lighting LLC,"Dan Allman is not the right person he is in sales and he said he doesnt know how we got his name he said to try the IT dept he was a little upset.,Dan Allman is not at his desk I left a voice mail...for him.,,Dan Allman dallman@musco.com, david.barker@musco.com, joe.crookam@musco.com, Janet Edwards jedwards@musco.com, todd.humphery@musco.com,,,,,,",,,,
Mutual Industries Inc,Mutual Industries Inc,",John Paluba jpaluba@mutualindustries.com Ops Director,Distribution,,,,,,,",,,,
Myers Industries Inc,Myers Industries Inc,"Sontel IT Manager is away from his desk,,,,,,,,,",,,,
NA Trading and Technology,NA Trading and Technology,",,,,,,,,,",,,,
Nastra Automotive Industries Inc,Nastra Automotive Industries Inc,"Rob is not in the office today his email on recording is rob@nastra.com,Rob is the person to talk to he is not in right now.   I asked for IT and they gave me his name.,hitting pre-key version of PostBooks¬ - no record of this company,,Welcome Page hit - but no record in df? how would you handle this?missy,,,,,",,,,
National Environmental Products Ltd,National Environmental Products Ltd,",,,,,,,,,",,,,
National Power Corporation,National Power Corporation,",,,,,,,,,",,,,
National Steel Car,National Steel Car,",Andres Gabrielli (Mgr Software Dev) Milan Popovic (IT Mgr) Vince De Luca (CFO),,,,,,,,",,,,
Nefab Packaging Inc USA ,Nefab Packaging Inc USA ,",,,,,,,,,",,,,
NEOTech,NEOTech,",,,,,,,,,",,,,
Neptec Design Group,Neptec Design Group,",,,,,,,,,",,,,
Net Shaped Solutions,Net Shaped Solutions,",,,,,,,,,",,,,
Network Alliance,Network Alliance,",QuickBooks partner,,,,,,,,",,,,
Network International Inc,Network International Inc,",,,,,,,,,",,,,
New Electric,New Electric,",,,,,,,,,",,,,
New Era Portfolio,New Era Portfolio,",,,,,,,,,",,,,
New Leaf Biofuel,New Leaf Biofuel,",,,,,,,,,",,,,
NewPort Tank Containers (USA) LLC,NewPort Tank Containers (USA) LLC,",,,,,,,,,",,,,
Nexcore Technology Inc,Nexcore Technology Inc,",Milton Frank, founder & CEO,,,,,,,,",,,,
NextGen Aeronautics,NextGen Aeronautics,"Talked to the head of IT Mike and he said they are not actively looking for any ERP software right now...he said cb in six months or a year to see if anything has changed.,,Jay Kudva CEO -mfg  actively looking at our software,,,,,,,",,,,
NextStep Technology Advisors LLC,NextStep Technology Advisors LLC,"Tax time too busy front desk said,not available,,brett.leveille@nextstepcorp.com,,,,,,",,,,
NGK-Locke Inc,NGK-Locke Inc,"Alex Badertscher Baltimore,,Kevin Edmonds is engineering mgr http://www.ngk-polymer.com, local in Virginia Beach - their HQ website is in dire need,,,,,,,",,,,
Nichols Accounting,Nichols Accounting,",David C. Nichols http://nicholsaccounting.net,hitting commercial 4.7?,,,,,,,",,,,
Northwest Construction Inc,Northwest Construction Inc,"Not big enough and users mailbox is full,,,,,,,,,",,,,
Northwest Wholesale Inc,Northwest Wholesale Inc,",these are ALL visitors who have hit Distribution and eCommerce pages,,,,,,,,",,,,
Nostrum Laboratories Inc,Nostrum Laboratories Inc,",,,,,,,,,",,,,
Notations,Notations,",,,,,,,,,",,,,
Nucor,Nucor,",,,,,,,,,",,,,
NuWave LLC,NuWave LLC,",GM James Moon https://www.linkedin.com/in/jameskmoonOps Mgr James Ahnhttps://www.facebook.com/NuWaveNow/photosIT is Gil L. They make ALSET LED Lighting https://www.linkedin.com/company/6629093GM Cindy Thomas https://www.linkedin.com/in/cindy-thomas-66902622,I'd like to call the NuWave peoples. Thanks! - Cam,mfg i believe, rick,,,,,,",,,,
O'Neal Steel Inc,O'Neal Steel Inc,"NA,,,,,,,,,",,,,
Oliver,Oliver,",,,,,,,,,",,,,
Omron,Omron,",,,,,,,,,",,,,
Ontrac Equipment Services Inc,Ontrac Equipment Services Inc,",,,,,,,,,",,,,
Orion Energy Systems Inc,Orion Energy Systems Inc,",,,,,,,,,",,,,
Osisko Gold Royalties Ltd,Osisko Gold Royalties Ltd,"Not available,,,,,,,,,",,,,
P & W Machine Works,P & W Machine Works,",,,,,,,,,",,,,
Pacific Handy Cutter Inc,Pacific Handy Cutter Inc,",Mark Marinovich CEO,,,,,,,,",,,,
Pacific International Marketing,Pacific International Marketing,",like Boskovich-existing customer; Tom Russell president/founder died 1/31/17, David Black COO,,,,,,,,",,,,
Pacifica Trucks LLC,Pacifica Trucks LLC,",,,,,,,,,",,,,
Paducah Power System,Paducah Power System,",,,,,,,,,",,,,
Paige's Music,Paige's Music,",,,,,,,,,",,,,
Panasonic Avionics Corporation,Panasonic Avionics Corporation,",,,,,,,,,",,,,
Pangea Enterprises Inc,Pangea Enterprises Inc,",,,,,,,,,",,,,
Pantex Ennerflo Systems Inc,Pantex Ennerflo Systems Inc,"Randy	Rejona General Manager rrejona@pantexennerflo.com 281.249.8283,add to Houston target list!,add to Houston target list!,,invite to 5/12 Houston event - https://xtuple.com/join-us-2017-xtuple-roadshow,,,,,",,,,
PanurgyOEM,PanurgyOEM,",,,,,,,,,",,,,
Paradies,Paradies,",,,,,,,,,",,,,
Paris Art Label Company Inc,Paris Art Label Company Inc,",,,,,,,,,",,,,
Parkwood Computer Services Inc,Parkwood Computer Services Inc,",hitting pre-key PostBooks version; no contact info,,,,,,,,",,,,
PCM,PCM,",,,,,,,,,",,,,
Pe Ben USA Inc,Pe Ben USA Inc,",Dale Mykyte CEO dmykyte@pebenusa.com,,,,,,,,",,,,
Peace Products Company,Peace Products Company,",Bob Todd, CFO (Malvern PA); Judith Trimble Owner (Mobile AL),,,,,,,,",,,,
Peak Completion Technologies Inc,Peak Completion Technologies Inc,",,,,,,,,,",,,,
Pearce Group,Pearce Group,"Charlie is not in right now his ext is 103,,Charlie Walker, owner,,,,,,,",,,,
Peerless Electronics Inc,Peerless Electronics Inc,",,,,,,,,,",,,,
Pelco by Schneider Electric,Pelco by Schneider Electric,"Kirk doesnt come back until the 25th of April,Kirk is not at his desk,jose is no longer there and Kirk is not available.,,Phil Cumminc pcummins@pelco.com, Alan Jorn ajorn@pelco.com, jose.armora@pelco.com, Kirk McDaniel kmcdaniela@pelco.com,,,,,",,,,
Pepco Poms Sports,Pepco Poms Sports,",Perma Pom https://www.linkedin.com/company/566562Marc Aaronson Ops MgrBob Silva Owner sales@pepcopoms.comChris Voulgaris Plant Mgr,Lead Forensics - Spoke to the operations guy (Marc Aaronson) who, once he found out I was schleppinÍ software, found the handset cradle quickly.,This one looks really really interesting but I'm having a hard time finding a contact. Would you mind helping me with your wizardry? Thanks!,,,,,,",,,,
Perfect Plastic Printing,Perfect Plastic Printing,"He is not at his desk.,Mike Sabatini Dir of MFG,,,,,,,,",,,,
Perfect World Inc,Perfect World Inc,",SoCal Roadshow prospect!,,,,,,,,",,,,
Perry Foam Products Inc,Perry Foam Products Inc,",,,,,,,,,",,,,
Pet Gear Inc,Pet Gear Inc,"They are closed,,,,,,,,,",,,,
Piedmont Service Group,Piedmont Service Group,",,,,,,,,,",,,,
Pioneer Solutions Inc,Pioneer Solutions Inc,",Daniel Smith, owner - partner prospect? make appointment w/xTuple's Danielle,,,,,,,,",,,,
Pipeline Products Inc,Pipeline Products Inc,",Ops Chris Huelsman x103,Robert ñBobî Broussard (832) 367-3102 robert@pipelinepsc.com https://www.linkedin.com/in/bobbroussard1,Bob Broussard MGR of purchasing, shipping, accounting,,,,,,",,,,
Pitney Bowes,Pitney Bowes,",,,,,,,,,",,,,
Pivotal Investments LLC,Pivotal Investments LLC,"pre-key PostBooks but we have no record of company,,this is a legit IP - real company,,,,,,,",,,,
Plasticase Inc,Plasticase Inc,",missy,mfgmissy,,,,,,,",,,,
Pleasurecraft Engine Group,Pleasurecraft Engine Group,",Mark McKinney President mmckinney@pleasurecraft.com x104,Want a contact for this one - Cam,,,,,,,",,,,
Plexus Corp,Plexus Corp,"NA,,,,,,,,,",,,,
PMC Systems Limited,PMC Systems Limited,",John Frano president, Paul Graff VP john.frano@pmcsystems.com paul.graff@pmcsystems.com,,,,,,,,",,,,
PODS,PODS,",,,,,,,,,",,,,
Point Conception,Point Conception,",owner's brother Jeff Jung CFO,,,,,,,,",,,,
Polar Power Inc,Polar Power Inc,",RAJ MASINA - VP Ops; Arthur Sams - Pres (went to CalPoly Pomona that is using PostBooks¬ in CS class),,,,,,,,",,,,
Polo Ralph Lauren,Polo Ralph Lauren,",,,,,,,,,",,,,
Polylogical Solutions,Polylogical Solutions,"Recording said number is currently not available,,,,,,,,,",,,,
Post Glover Resistors Inc,Post Glover Resistors Inc,",,,,,,,,,",,,,
Powercon Corp,Powercon Corp,",,,,,,,,,",,,,
Praxair,Praxair,",,,,,,,,,",,,,
Precept Medical Products Inc,Precept Medical Products Inc,",Michael or Sharon Boyd president, Melissa Shealy CFO/IT,,,,,,,,",,,,
Precipart,Precipart,",,,,,,,,,",,,,
Precision Grinding Solutions,Precision Grinding Solutions,",looks like they're using free PostBooks but we don't have them in our database - they're missing out on valuable info about upgrades, etc,ISG? legit?,metal grindingmissy,,,,,,",,,,
Precision Services Group,Precision Services Group,",,,,,,,,,",,,,
Premium Tech Coating Inc,Premium Tech Coating Inc,",,,,,,,,,",,,,
Premium Windows,Premium Windows,"Carlos Landazuri CEO,,Switched to IT there was no answer,They are not available,,,,,,",,,,
Prevare LLC,Prevare LLC,",,,,,,,,,",,,,
Pride,Pride,",Mario Spina CEO,,,,,,,,",,,,
Pride Marketing & Procurement Inc,Pride Marketing & Procurement Inc,",,,,,,,,,",,,,
Primal Innovation,Primal Innovation,"Not available,,did not complete free demo signup,,,,,,,",,,,
Prime ITS,Prime ITS,",,,,,,,,,",,,,
Pro-Form Laboratories,Pro-Form Laboratories,",FOOD MFG (still you??). Powdered Nutritional Product MFG. - Cam,looks like mfg--rick,Food MFG - All you Rickster,mfg--rick,food mfgmissy,,,,",,,,
Progressive Software Solutions,Progressive Software Solutions,",,,,,,,,,",,,,
Project Consulting Group,Project Consulting Group,",make appointment w/xTuple's Danielle Kerner,Jeff Larson, Partner; Lars Ranger VPSAP, Oracle, JD Edwards, MS Dynamics AX, PeopleSoft,,,,,,,",,,,
Prometheus International Inc,Prometheus International Inc,"I called and left a msg.,,,,,,,,,",,,,
Proportion-Air ,Proportion-Air ,",,,,,,,,,",,,,
Protech Solutions Inc,Protech Solutions Inc,",,,,,,,,,",,,,
Protochips Incorporated,Protochips Incorporated,",,,,,,,,,",,,,
Province Electric Supply Ltd,Province Electric Supply Ltd,",,,,,,,,,",,,,
Provisur Technologies Inc,Provisur Technologies Inc,",,,,,,,,,",,,,
PSAV Presentation Services,PSAV Presentation Services,",using pre-key PostBooks version - no records,,,,,,,,",,,,
PSiSC,PSiSC,",,,,,,,,,",,,,
Putzmeister America Inc,Putzmeister America Inc,"invite to 5/12 https://xtuple.com/roadshow-houston,,Peter Mendel mendelp@putzam.com,,,,,,,",,,,
Quala Sustainable Container Solutions,Quala Sustainable Container Solutions,"IT EXT 1231 NA,,,,,,,,,",,,,
Quality Circle Products Inc,Quality Circle Products Inc,",,,,,,,,,",,,,
Quallion,Quallion,"No receptionist the general mailbox came on.,Annabel Mendoza is QA and she is not at her desk.,Purchasing has not had a request for any ERP software so they transferred me to IT and they were not at their desk.,I tried purchasing, quality control. and there was no directory for Grant Farrell will try again later.,Operator is not at her desk....procurement is not at theirs....shipping and receiving not at theres and no way to reach Grant Farrell will try again in 2 hours,,Grant Farrell COO - invite to SoCal Roadshow!,,,",,,,
Quartus Engineering,Quartus Engineering,"Ken Paulson is na,Recording came on there was no answer,,,,,,,,",,,,
Quest Medical Supply,Quest Medical Supply,"not available,Not available.,,Clint Courson president ccourson@questmedicalsupply.com,,,,,,",,,,
Questar,Questar,",gasmissy,,,,,,,,",,,,
R J Corman Railroad Group,R J Corman Railroad Group,",,,,,,,,,",,,,
R J Liebe Athletic Lettering Company,R J Liebe Athletic Lettering Company,",,,,,,,,,",,,,
R&R Packaging Inc,R&R Packaging Inc,",,,,,,,,,",,,,
RA-LIN and Associates Inc,RA-LIN and Associates Inc,",,,,,,,,,",,,,
Rack-A-Tiers Mfg Inc,Rack-A-Tiers Mfg Inc,",looks like MFG--rick,,,,,,,,",,,,
Rainforest Automation Inc,Rainforest Automation Inc,"Jacque Farges is not in and they dont have a Terry Greenaway there according to the receptionist.,,Process Mgr terry.greenaway@rainforestautomation.com(604) 630-4287President jfarges@siliconvision.caJacque Farges 604-251-4852,Active Customer visitors previously assigned to Renee,PostBooks¬ customer,,,,,",,,,
Randolph and Baldwin,Randolph and Baldwin,",Luke Balchunas, Pres,,,,,,,,",,,,
Rape Abuse & Incest National Network,Rape Abuse & Incest National Network,",testing software: Naseeb Hassanzai 202-587-5350 IT Mgr naseebh@rainn.org not our sweet-spot but worth a call),,,,,,,,",,,,
Rassaun Services Inc,Rassaun Services Inc,",Todd Saunders owner,,,,,,,,",,,,
Re-Owned.com LLC,Re-Owned.com LLC,",sorely need xTupleCommerce,,,,,,,,",,,,
Rea & Associates,Rea & Associates,"He is not at his desk.,He is away from his desk,Steve is away from his desk right now,VAR prospect?,looks like they're interested in a roadshow event! (click on that link FYI before calling!),,Steve is the person who probably went to our site the receptionist transferred me (He is in charge of IT) and he is not at his desk.,,,",,,,
Reality IT Services LLC,Reality IT Services LLC,",,,,,,,,,",,,,
Reboot Inc,Reboot Inc,"appears to be customer but no contact record - who is this?,,,,,,,,,",,,,
Redglaze Group,Redglaze Group,",,,,,,,,,",,,,
Regal Plastic Supply Company,Regal Plastic Supply Company,"Not available,,,,,,,,,",,,,
ReGenerating Solutions Inc,ReGenerating Solutions Inc,",Frank Turechek owner,partner opp?--rick,,,,,,,",,,,
Regional One,Regional One,",,,,,,,,,",,,,
Reliance Steel & Aluminum Co,Reliance Steel & Aluminum Co,"Cant get through no person is there,no prompts no receptionist,Receptionist is not available.,,,,,,,",,,,
ReliAscent LLC,ReliAscent LLC,",Michael Anderson manderson@reliascent.com,,,,,,,,",,,,
Republic National Distributing Company,Republic National Distributing Company,",,,,,,,,,",,,,
ResMed,ResMed,",,,,,,,,,",,,,
Resource Data Inc,Resource Data Inc,",Doug Ruppert Branch Manager info@resdat.com,,,,,,,,",,,,
Revolution Foods,Revolution Foods,",,,,,,,,,",,,,
RICCA Chemical Company,RICCA Chemical Company,"They dont have an IT Manager and the IT dept is busy.,na,Not available,,,,,,,",,,,
Richmond Auto Parts Technology Inc,Richmond Auto Parts Technology Inc,",,,,,,,,,",,,,
Rightway Fasteners Inc,Rightway Fasteners Inc,"IT Call group message machine came on,,,,,,,,,,",,,,
Rigminder Inc,Rigminder Inc,",Greg Ward greg.ward@rigminder.com president,MFGmissy,,,,,,,",,,,
RigNet,RigNet,",Brendan Sullivan as CTO/CIO,,,,,,,,",,,,
Rimtec Corporation,Rimtec Corporation,",MFGmissy,,,,,,,,",,,,
Rix Industries,Rix Industries,",Charlotte Blackmer IT Director; Winona Conners CEO; Swan Hoang CFO; David Miloslavich Mfg Dir,,,,,,,,",,,,
RJR Polymers Inc,RJR Polymers Inc,",mfg--rick,,,,,,,,",,,,
RKO Steel Ltd,RKO Steel Ltd,",,,,,,,,,",,,,
Robert Crist And Company RV,Robert Crist And Company RV,"No answer,,,,,,,,,",,,,
Robert J Neuberger Lawyer,Robert J Neuberger Lawyer,",free PostBooks user - we'd love to know them & perhaps upgrade to a newer version,He does not fit the profile that we are looking for (10 employees ..2.5 million and above...etc,IP checks out as this company! hostname=orlcc.dynalias.net organization=xtprod PostBooks 4.9.2,I don't either but they don't need the key to run PostBooks.,,,,,",,,,
Roche,Roche,",,,,,,,,,",,,,
Rochester Colonial Manufacturing,Rochester Colonial Manufacturing,",,,,,,,,,",,,,
Rogers Corporation,Rogers Corporation,",,,,,,,,,",,,,
Rogue Valley Door,Rogue Valley Door,",,,,,,,,,",,,,
Rolenn Manufacturing,Rolenn Manufacturing,",,,,,,,,,",,,,
Rolf C. Hagen Inc,Rolf C. Hagen Inc,",,,,,,,,,",,,,
Rona,Rona,",,,,,,,,,",,,,
Rosenbloom Groupe,Rosenbloom Groupe,",demo today,,,,,,,,",,,,
Royal Pyrotechnie Inc,Royal Pyrotechnie Inc,",,,,,,,,,",,,,
RubinBrown LLP,RubinBrown LLP,",diana.knapp@rubinbrown.com partner-in-charge (on VAR list),,,,,,,,",,,,
Rural Electric,Rural Electric,",,,,,,,,,",,,,
Rusken Packaging Inc,Rusken Packaging Inc,",,,,,,,,,",,,,
Russel Metals Inc,Russel Metals Inc,",METALS DISTmissy,,,,,,,,",,,,
S and S Supplies & Solutions,S and S Supplies & Solutions,"They are not intereted they were just looking @ options,,,,,,,,,",,,,
Sager Electronics,Sager Electronics,",PeopleSoft user,Shannon Freise VP Operations; Frank Flynn President; uses PeopleSoft,,,,,,,",,,,
Sakamura USA Inc,Sakamura USA Inc,",,,,,,,,,",,,,
Saks Metering,Saks Metering,",,,,,,,,,",,,,
Salit Steel,Salit Steel,",,,,,,,,,",,,,
Samy's Camera,Samy's Camera,",,,,,,,,,",,,,
Sanmina,Sanmina,",,,,,,,,,",,,,
Sanofi,Sanofi,",,,,,,,,,",,,,
Schaper,Schaper,",,,,,,,,,",,,,
Scherer Industrial Group Inc,Scherer Industrial Group Inc,",,,,,,,,,",,,,
Schupan & Sons Inc,Schupan & Sons Inc,",,,,,,,,,",,,,
SCSI Stuff LLC,SCSI Stuff LLC,"This is an appointment for you Wally....From Stephanie Campbell,817-481-5904 is the main no other than the 800 no given....this is the number I called myself.,Spoke to Cameron Dugas who is the IT and Support Manager and their Quickbooks is getting ready to run out and he wants an alternative.   Nice guy!  Appt is for April 19th Wednesday at 3:00pm (CST).....Phone call with Wally.Assign to Wally.CONTACT - Cameron Dugas - IT MANAGER  email -cameron@scsistuff.comAPPT TIME AND DATE - 4/19/2017  @ 3:00PM CSTBilling & Shipping Address: SCSISTUFF, LLC 800 Industrial Blvd Suite 300 Grapevine, TX 76051 Phone: Toll-Free: 1-888-712-0717 Local: 817-481-5904 Fax: 817-410-1328,Billing & Shipping Address:SCSISTUFF, LLC800 Industrial BlvdSuite 300Grapevine, TX 76051Phone:Toll-Free: 1-888-712-0717Local: 817-481-5904Fax: 817-410-1328,Spoke with Cameron Dugas who is the manager of IT and Support will check on something and add additional notes,,,,,",,,,
Se-Kure Controls Inc,Se-Kure Controls Inc,",Dave Wooden it@se-kure.com,,your oppmissy,,,,,,",,,,
Seaway Transport International,Seaway Transport International,"talked to Roberto and he stopped me and said are we trying to sell him something.  DNC,,Roberto Mendez Owner,Talked to the owner and she said to take her off of our list.,,,,,,",,,,
Security Service Company,Security Service Company,"Security Service Company www.sscsince73.com not in dogfood,can't find contact in our db,,using single user PostBooks key -,PB user? Jim Long VP Ops; Ben Long Systems Admin; Matthew Hines CFO,,,,,",,,,
SecurityNexus,SecurityNexus,",,,,,,,,,",,,,
SEL,SEL,",,,,,,,,,",,,,
Select Systems Technology,Select Systems Technology,",looks partner-ish--rick,,,,,,,,",,,,
Semiconductor Equipment Corp,Semiconductor Equipment Corp,",,,,,,,,,",,,,
Senox,Senox,",,,,,,,,,",,,,
Sensors & Software Inc,Sensors & Software Inc,",,,,,,,,,",,,,
Seoul Trading USA Co,Seoul Trading USA Co,",,,,,,,,,",,,,
Shaklee Corporation,Shaklee Corporation,"wouldnt put me through to IT or Purchasing they took a message,No prompts for a name to find and receptionist is not at her desk,Erica no longer works for the company.,,Ericca Hoffman Director International Supply Chain ehoffman@shaklee.com $100-250M,,,,,",,,,
Shasko Global Logistics LLC,Shasko Global Logistics LLC,"I talked to Troy and they have a franchise and any type of software decisions are made by corporate they are owned by Landstar.  He was very nice and he doesnt know who looked at the site but he is not interested at all but spoke with me and said he appreciated the call.,President Troy Shasko800-733-1118Email: landstar@shasko.com,,I was told they dont have an IT dept and was switched to a manager and they are going to check and call me back to see who may have looked at the site.,,,,,,",,,,
Sherwin Williams,Sherwin Williams,",,,,,,,,,",,,,
Shick Soultions,Shick Soultions,",,,,,,,,,",,,,
Shirley of Hollywood,Shirley of Hollywood,",,,,,,,,,",,,,
Shoals Technologies Group,Shoals Technologies Group,",,,,,,,,,",,,,
Shop Iris Basic,Shop Iris Basic,"On hold too long,Called and the IT people are not picking up.,,,,,,,,",,,,
Shoppers Drug Mart,Shoppers Drug Mart,",,,,,,,,,",,,,
SHW Casting Technologies Inc,SHW Casting Technologies Inc,",David J. Antoniazzi President,,,,,,,,",,,,
SIBEX,SIBEX,",,,,,,,,,",,,,
Siemens Government Services. Inc,Siemens Government Services. Inc,"SAIC is a customer,,,,,,,,,",,,,
Sierra Computers Ltd,Sierra Computers Ltd,"IT Manager is in Alaska right now back in 2 weeks,Not available,,Sage, QB,,,,,,",,,,
Sigma Aldrich Corporation,Sigma Aldrich Corporation,",looking for alternative to SAP,,,,,,,,",,,,
Silfex,Silfex,"Douglas is not at his desk.,na,no answer,Douglass Tinnel dtinnel@silfex.com,,,,,,",,,,
Silver Spring,Silver Spring,",,,,,,,,,",,,,
Silvex International Inc,Silvex International Inc,"Richard Frounjian President,,,,,,,,,",,,,
Simco-Ion,Simco-Ion,",,,,,,,,,",,,,
Simply Amish,Simply Amish,",,,,,,,,,",,,,
SIS GPR LLC,SIS GPR LLC,",Robert Black, Owner,,,,,,,,",,,,
